text,label
الله ينصركم .. كلنا معكم قلبا و .. هذي حقوق وليست مطالب 👌🏻  اضراب الاطباء العمانيين,sympathy
رفقه ولينه: ( ما ضرب صلي الله عليه وسلم بيده شيئاً قط الا ان يجاهد في سبيل الله ولا ضرب خادماً ولا امراه ) اخرجه مسلم  نشر سيرته  ﷺ,love
اسالك بالله يامن تقرا التغريده اسجد بين يدي مولاك وتضرع ان ينقذ الله اهل حلب ..  تباد بسكوت العرب,sympathy
انت غبي يالا كان بيلعب الاوليمبياد اللي ابوتريكه راحها بتاع عمر جابر وصلاح 😀😀,none
im feeling envious of my pregant co workers,anger
i didnt feel insulted though,anger
اكتب شيء لوالديك اشتقت لـِ رجل كان ياخذ كل حزني مني بضحكته ابوي  الله يرحمه  جعل امي تحيا لي سنين ما تنعد وجعلني ما ذوق فراقها ولا حزنها!,sympathy
i feel that something wonderful is going to happen,joy
i feel too much but i don t care no i don t careeeeee i don t care by savage garden your three plans for tomorrow,anger
اذا لم تجعلك العلاقه بمن تحب ،،، شخصاً افضل فانت مع الشخص الخطا ..  منقول 💕,love
im feeling a little shaky because im going to give a speech at jens retirement lunch shortly and i dont want to cry,fear
: المانيا تحذر تركيا من     ابتزاز الاتحاد الاوروبي     بخصوص اللاجئين,anger
i want to enter in defiance but coming from a different culture i feel offended that i am not allowed,anger
الواحد بيفرح اما اي واحد مصري من اللي في الاوليمبياد بيعدي خطوه نحو الميدياليه بالتوفيق ليكو كلكو,joy
i am feeling terribly mellow today sitting in bed looking out the window at the red orange green brown trees outside my window listening to norah jones and reading stuff,joy
Elzamalkawya   وانا والله كنت متاكده وكنت خايفه من ماريو كمان,fear
i feel for you despite the pain makes me suspicious that it might be so,fear
: سالم زهران.. “موتوا بغيظكم”,joy
i become aware that i m feeling impatient and thinking things are not going fast enough i can choose to change my thinking and remind myself that god s timing is perfect,anger
im hesitant to make suggestions because i feel as if the outcome would not be sincere,joy
خي مالها قفلت من كل حته كده لييه !,sadness
الخوف في حد ذاته وجع والم وممكن يكون اقوي واشد من الحاجه ال خايف منها علشان كدا انا سايبها علي ربنا 😌✋,fear
اللهم اشفِ مرضانا ومرضي المسلمين.,sympathy
اسوء رحيل من يرحل عنك ولا يرحل منك ❤,sadness
i feel like i smell this scent all over taiwan quite frequently in cute coffee shop bathrooms,joy
:  اضراب الشعب يوم الاحد تبا لصاحب التاق الشعب السعودي متكاتف ويد واحده ونحن معكم فنحن ابناء  القبائل النازحه سعوديون بلا هويه,sympathy
ذهبت لكي اخبره باشتياقي .. فاصدمت .. فقد ذهب لمن خلقه ..,sadness
i just feel so irritable which i guess is a classic symptom of depression,anger
i try to remember that quote when i feel i may be hitting a wall in a marathon or even a training run and i know it is time to find that perfect song that fuel,joy
الشخص الذي يجعلُك من اساسيات يومه، يستحقُ ان تبني لهُ في قلبك وطناً يليقُ بِه.*  صداقه,love
i feel really wimpy saying it but,fear
i feel no matter how convinced i am that i am all alone on this life journey of mine i am not alone,joy
i feel helpless at the same time wherein practically no other option than to just sit and watch the drama,fear
انتِ لي كل الفرح وانتِ لي اجمل شعور✨❤  رتويت  بوح  خواطر  رومنسي  غزل  شوق يبتي  جميل  رائع  صباحيات  ذوق  صباح الخير  كلام حب,love
ان شاء الله نصبح علي خير :),joy
الاوليمبياد الجايه في طوكيو ! مالها اسبانيا وايطاليا ؟ توقيتهم زينا :D,surprise
i feel so rich when i pass by you i see a penny,joy
i still feel like the admission that i don t like this popular show puts me in a category with people who kick puppies or people who or who steal the ratty clothes off the backs of dickensian orphans,joy
i listen to dubstep when im feeling damn irritated,anger
i did however feel amused that she also called famous last words cathartic i think she s one of those people who secretly likes mychem but can t admit it for fear of damaging her music cred,joy
M A  99:  عمر الزعيم 20k محب ????الف  مبروك عمر???? ????شاهدين لك بالخير???? ????وعقبال المليون محب???? ????????????????  حساب مبدع مميز   ????  23 ????,joy
انها فوبيا الاخوان اصبحوا شماعه كان الله في عونهم من ظلم القاتل والطاغيه العميل المجرم السيسي الكلب,sympathy
: عذرا  فرنسا فانها اعجبتني عذرا يا تركيا فانها ابهرتني عذرا يا برطانيا فانها اقنعتني عذرا يا امريكا فانها انجبتني انها فلسطين ب…,love
i am feeling happy,joy
حماده طلعت كمان طلع مربي شنبه ورايح بيه الاوليمبياد,none
ده كل لما مصر تفتح معبر يحصل تفجير كل دي صدف؟,surprise
iil لا راح تخليني اجاوز عليك يا وجه البعير خره عليك وعلي سلمان وعلي ابوك وابو سلمان يا عاهره,anger
i folk if im feeling sociable,joy
i was feeling shaken walking along the streets and less able to concentrate on not having an accident while simultaneously worrying about having one due to not concentrating,fear
الذي اودعه الله في قلبك ... رحمه بك ولطفاً منه ... فاحسن استغلاله لتهنا حياتك ...,love
يعني انا بقترح ع الاكاونتات المهتمه بنتايج المصريين في الاوليمبياد انها كل يوم تكتب خساره كل المصريين اللي شاركو النهارده وتريح نفسها..!!,sadness
حوادث : حادثه خطيره بين مدينه العيون والمرسي( لبلايا) اصيب فيها السائق(  بريزونطا ) بجروح خطيره ادت الي وفاته في...,sadness
Nahla: اذا كان لكل قاعده استثناء ، فالحُب ؛ يصنع من الاستثناء قاعده.  الحُب,love
منك لله يا حسام يا بدري كان معاك فريق ياخد الاوليمبياد مش بس يوصلها,anger
ربي جابك لي هديه من السماء ❤️ . . .  ياسمين  الشوق  الحب  الاحساس  احساس  منشن شخص…,love
i am feeling so excited for many of the bloggers i follow who are anxiously bearing through a ww of the first few weeks of pregnancy,joy
ودي اسوي رتويت بس خايف انفهم خطا,fear
i am feeling that cranky voice inside my head that just wants to eat whatever it wants,anger
في مبسمك يجتمع معني الحياه وفي عيونك لي من الفرحه كثير ..♡💭💜  كلام  جميل  خواطر,love
i thought wed escaped the interminable bouts of bods in dressing gowns feeling each others lapels we now have the charming spectacle as i type of a guy in a tight fitting deep blue combo trying to for all intents and purposes take another guy in red from behind,joy
